,DR_NO,Date Rptd,DATE OCC,TIME OCC,AREA,AREA NAME,Rpt Dist No,Part 1-2,Crm Cd,Crm Cd Desc,Mocodes,Vict Age,Vict Sex,Vict Descent,Premis Cd,Premis Desc,Weapon Used Cd,Weapon Desc,Status,Status Desc,Crm Cd 1,Crm Cd 2,Crm Cd 3,Crm Cd 4,LOCATION,Cross Street,LAT,LON
3599,241811444,07/16/2024 12:00:00 AM,07/15/2024 12:00:00 AM,2135,18,Southeast,1824,1,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),1822 0344 1300,37,F,H,104.0,DRIVEWAY,,,IC,Invest Cont,420,,,,700 E  93RD                         ST,,33.952,-118.263
3600,241311278,07/16/2024 12:00:00 AM,07/15/2024 12:00:00 AM,2200,13,Newton,1377,1,510,VEHICLE - STOLEN,,0,,,101.0,STREET,,,IC,Invest Cont,510,,,,BANDERA                      ST,55TH                         ST,33.993,-118.2404
3601,240312311,07/16/2024 12:00:00 AM,07/15/2024 12:00:00 AM,1546,3,Southwest,328,2,956,"LETTERS, LEWD  -  TELEPHONE CALLS, LEWD",0913 1906 0342 0554,46,M,H,723.0,PRIVATE SCHOOL/PRESCHOOL,,,IC,Invest Cont,956,,,,3100 S  FIGUEROA                     ST,,34.0268,-118.2808
3602,241213580,07/18/2024 12:00:00 AM,07/15/2024 12:00:00 AM,715,12,77th Street,1257,1,510,VEHICLE - STOLEN,,0,,,101.0,STREET,,,AA,Adult Arrest,510,,,,500 W  78TH                         ST,,33.9688,-118.2827
3603,241411337,07/15/2024 12:00:00 AM,07/15/2024 12:00:00 AM,1331,14,Pacific,1444,1,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),0344,0,X,X,202.0,LIQUOR STORE,,,IC,Invest Cont,442,,,,4200    LINCOLN                      BL,,33.9868,-118.4444
3604,241411364,07/15/2024 12:00:00 AM,07/15/2024 12:00:00 AM,2230,14,Pacific,1497,1,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),0344 1300,29,M,O,503.0,HOTEL,,,IC,Invest Cont,420,,,,5400 W  CENTURY                      BL,,33.9453,-118.3747
3605,241711247,07/15/2024 12:00:00 AM,07/15/2024 12:00:00 AM,47,17,Devonshire,1749,1,331,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),0344 0385,65,M,W,101.0,STREET,,,IC,Invest Cont,331,,,,10400    BLUCHER                      AV,,34.2596,-118.4735
3606,240710164,07/16/2024 12:00:00 AM,07/15/2024 12:00:00 AM,1530,7,Wilshire,723,1,440,THEFT PLAIN - PETTY ($950 & UNDER),0344 1822,23,F,W,203.0,OTHER BUSINESS,,,IC,Invest Cont,440,,,,8100 W  3RD                          ST,,34.0721,-118.3659
3607,240114733,07/16/2024 12:00:00 AM,07/15/2024 12:00:00 AM,2215,1,Central,161,1,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",0344,40,M,W,717.0,HEALTH SPA/GYM,,,IC,Invest Cont,341,,,,700 S  FIGUEROA                     ST,,34.0483,-118.2631
3608,240211961,07/16/2024 12:00:00 AM,07/15/2024 12:00:00 AM,2100,2,Rampart,247,1,510,VEHICLE - STOLEN,,0,,,101.0,STREET,,,IC,Invest Cont,510,,,,400 S  BURLINGTON                   AV,,34.0605,-118.2695
3609,241512062,07/15/2024 12:00:00 AM,07/15/2024 12:00:00 AM,1500,15,N Hollywood,1505,1,330,BURGLARY FROM VEHICLE,1300 0344 1822,24,F,O,407.0,HARDWARE/BUILDING SUPPLY,,,IC,Invest Cont,330,,,,11600    SHERMAN                      WY,,34.2012,-118.3845
3610,240710115,07/15/2024 12:00:00 AM,07/15/2024 12:00:00 AM,755,7,Wilshire,736,1,331,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),0344 1300,55,F,F,101.0,STREET,,,IC,Invest Cont,331,,,,300 S  CLOVERDALE                   AV,,34.069,-118.3462
3611,240212004,07/17/2024 12:00:00 AM,07/15/2024 12:00:00 AM,1500,2,Rampart,257,1,330,BURGLARY FROM VEHICLE,1822 1300 1302 0385 0329 0344,59,F,B,108.0,PARKING LOT,,,IC,Invest Cont,330,,,,1200    INGRAHAM                     ST,,34.0523,-118.2653
3612,240510259,07/22/2024 12:00:00 AM,07/15/2024 12:00:00 AM,1,5,Harbor,599,1,510,VEHICLE - STOLEN,,0,,,710.0,OTHER PREMISE,,,IC,Invest Cont,510,,,,2500    NAVY                         WY,,33.7315,-118.2399
3613,240409005,07/24/2024 12:00:00 AM,07/15/2024 12:00:00 AM,1800,4,Hollenbeck,424,2,354,THEFT OF IDENTITY,0100,25,F,C,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,354,,,,3700    BALDWIN                      ST,,34.0704,-118.2013
3614,240114622,07/15/2024 12:00:00 AM,07/15/2024 12:00:00 AM,725,1,Central,118,2,888,TRESPASSING,0910 1501 2004,0,X,X,967.0,MTA - GOLD LINE - CHINATOWN,,,IC,Invest Cont,888,,,,900 N  SPRING                       ST,,34.0635,-118.2357
3615,242010190,07/16/2024 12:00:00 AM,07/15/2024 12:00:00 AM,2000,20,Olympic,2038,1,510,VEHICLE - STOLEN,,0,,,707.0,GARAGE/CARPORT,,,IC,Invest Cont,510,,,,3100    WILSHIRE                     BL,,34.0618,-118.2891
3616,241512040,07/15/2024 12:00:00 AM,07/15/2024 12:00:00 AM,855,15,N Hollywood,1547,1,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),,0,,,101.0,STREET,,,IC,Invest Cont,420,,,,11600    BURBANK                      BL,,34.1722,-118.3848
3617,241311561,07/25/2024 12:00:00 AM,07/15/2024 12:00:00 AM,800,13,Newton,1303,1,440,THEFT PLAIN - PETTY ($950 & UNDER),0344,0,M,W,116.0,OTHER/OUTSIDE,,,IC,Invest Cont,440,,,,800 E  12TH                         ST,,34.0323,-118.2505
3618,241312107,08/12/2024 12:00:00 AM,07/15/2024 12:00:00 AM,325,13,Newton,1367,1,331,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),1300 0344,0,M,H,101.0,STREET,,,IC,Invest Cont,331,,,,4500    LONG BEACH                   AV,,34.0028,-118.2431
3619,241512069,07/15/2024 12:00:00 AM,07/15/2024 12:00:00 AM,2020,15,N Hollywood,1548,1,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",0344 1822 1420 2032,26,M,B,717.0,HEALTH SPA/GYM,,,IC,Invest Cont,341,,,,5300    LANKERSHIM                   BL,,34.167,-118.3759
3620,241512118,07/16/2024 12:00:00 AM,07/16/2024 12:00:00 AM,1806,15,N Hollywood,1591,1,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),0344 1822 0325,0,X,X,203.0,OTHER BUSINESS,,,IC,Invest Cont,442,,,,12600    VENTURA                      BL,,34.1436,-118.4072
3621,240114752,07/16/2024 12:00:00 AM,07/16/2024 12:00:00 AM,550,1,Central,119,2,888,TRESPASSING,0910 1501,0,X,X,834.0,LA UNION STATION (NOT LINE SPECIFIC),,,IC,Invest Cont,888,,,,800 N  ALAMEDA                      ST,,34.0561,-118.2375
3622,240710183,07/18/2024 12:00:00 AM,07/16/2024 12:00:00 AM,315,7,Wilshire,763,1,331,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),0344,40,F,H,501.0,SINGLE FAMILY DWELLING,,,IC,Invest Cont,331,,,,S  SIERRA BONITA                AV,SATURN                       ST,34.0477,-118.3595
3623,241010108,07/23/2024 12:00:00 AM,07/16/2024 12:00:00 AM,137,10,West Valley,1063,1,440,THEFT PLAIN - PETTY ($950 & UNDER),1822 0344 1420,43,M,O,730.0,SYNAGOGUE/TEMPLE,,,AA,Adult Arrest,440,,,,18300    VENTURA                      BL,,34.1682,-118.5406
3624,240313952,09/05/2024 12:00:00 AM,07/16/2024 12:00:00 AM,1748,3,Southwest,394,1,440,THEFT PLAIN - PETTY ($950 & UNDER),0344 1202 0394,61,F,O,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,440,,,,4100    3RD                          AV,,34.0108,-118.3204
3625,241411370,07/17/2024 12:00:00 AM,07/16/2024 12:00:00 AM,1411,14,Pacific,1469,1,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),0344,37,F,K,301.0,GAS STATION,,,IC,Invest Cont,442,,,,5200 W  CENTINELA                    AV,,33.9773,-118.3702
3626,240809632,07/17/2024 12:00:00 AM,07/16/2024 12:00:00 AM,1830,8,West LA,842,1,440,THEFT PLAIN - PETTY ($950 & UNDER),2032 0354 0344 1822,27,F,C,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,440,,,,11600    OHIO                         AV,,34.0465,-118.4588
3627,240114911,07/17/2024 12:00:00 AM,07/16/2024 12:00:00 AM,1230,1,Central,182,1,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",0344,26,F,W,252.0,"COFFEE SHOP (STARBUCKS, COFFEE BEAN, PEET'S, ETC.)",,,IC,Invest Cont,341,,,,1200 S  HOPE                         ST,,34.0408,-118.2644
3628,241512393,07/17/2024 12:00:00 AM,07/16/2024 12:00:00 AM,1723,15,N Hollywood,1545,1,330,BURGLARY FROM VEHICLE,1300 0344 1822 1236 0325 1306 1302,39,F,O,707.0,GARAGE/CARPORT,,,IC,Invest Cont,330,,,,5400    COLFAX                       AV,,34.1649,-118.3921
3629,240408856,07/16/2024 12:00:00 AM,07/16/2024 12:00:00 AM,1900,4,Hollenbeck,415,1,236,INTIMATE PARTNER - AGGRAVATED ASSAULT,1300 1310 0913 1814,37,F,H,108.0,PARKING LOT,500.0,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,236,,,,BROADWAY,DAILY,34.0762,-118.2119
3630,240610602,07/16/2024 12:00:00 AM,07/16/2024 12:00:00 AM,1230,6,Hollywood,645,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",1822 0329 1501,37,F,W,121.0,YARD (RESIDENTIAL/BUSINESS),,,IC,Invest Cont,740,,,,1300 N  SYCAMORE                     AV,,34.0944,-118.3428
3631,240910389,07/17/2024 12:00:00 AM,07/16/2024 12:00:00 AM,1900,9,Van Nuys,985,1,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),,0,,,101.0,STREET,,,IC,Invest Cont,420,,,,4600    TILDEN                       AV,,34.1556,-118.4476
3632,241009980,07/17/2024 12:00:00 AM,07/16/2024 12:00:00 AM,1700,10,West Valley,1047,1,510,VEHICLE - STOLEN,,0,,,108.0,PARKING LOT,,,IC,Invest Cont,510,,,,17500    BURBANK                      BL,,34.1723,-118.5142
3633,241910191,07/17/2024 12:00:00 AM,07/16/2024 12:00:00 AM,530,19,Mission,1959,1,331,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),0385,20,M,H,101.0,STREET,,,IC,Invest Cont,331,,,,14100    MONTFORD                     ST,,34.2605,-118.4413
3634,240610617,07/17/2024 12:00:00 AM,07/16/2024 12:00:00 AM,2330,6,Hollywood,643,1,330,BURGLARY FROM VEHICLE,1300 0344 1307 1501 1822,37,M,B,210.0,RESTAURANT/FAST FOOD,,,IC,Invest Cont,330,,,,1500 N  VISTA                        ST,,34.098,-118.351
3635,242110433,07/17/2024 12:00:00 AM,07/16/2024 12:00:00 AM,1800,21,Topanga,2158,1,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),0344 0321 0377,40,M,B,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,420,,,,21200    OXNARD                       ST,,34.1837,-118.5846
3636,241213648,07/17/2024 12:00:00 AM,07/16/2024 12:00:00 AM,1030,12,77th Street,1211,2,956,"LETTERS, LEWD  -  TELEPHONE CALLS, LEWD",1822 1906,53,F,W,501.0,SINGLE FAMILY DWELLING,,,IC,Invest Cont,956,,,,5700    BRYNHURST                    AV,,33.9909,-118.3333
3637,240114723,07/16/2024 12:00:00 AM,07/16/2024 12:00:00 AM,610,1,Central,119,2,888,TRESPASSING,0910,0,X,X,834.0,LA UNION STATION (NOT LINE SPECIFIC),,,IC,Invest Cont,888,,,,800 N  ALAMEDA                      ST,,34.0561,-118.2375
3638,242010198,07/17/2024 12:00:00 AM,07/16/2024 12:00:00 AM,1610,20,Olympic,2033,1,510,VEHICLE - STOLEN,,0,,,108.0,PARKING LOT,,,IC,Invest Cont,510,,,,600 S  OXFORD                       AV,,34.0582,-118.3078
3639,242110481,07/21/2024 12:00:00 AM,07/16/2024 12:00:00 AM,1650,21,Topanga,2189,1,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),0325 2028 1420,50,M,W,404.0,DEPARTMENT STORE,,,AA,Adult Arrest,442,480.0,,,20800    VENTURA                      BL,,34.1665,-118.5859
3640,241411617,07/25/2024 12:00:00 AM,07/16/2024 12:00:00 AM,2000,14,Pacific,1469,1,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),0344,37,M,H,404.0,DEPARTMENT STORE,,,IC,Invest Cont,442,,,,6800    LA TIJERA                    BL,,33.9773,-118.3718
3641,240710167,07/17/2024 12:00:00 AM,07/16/2024 12:00:00 AM,30,7,Wilshire,745,1,331,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),1300 0344,70,M,W,101.0,STREET,,,IC,Invest Cont,331,,,,5500    EDGEWOOD                     PL,,34.0545,-118.3525
3642,240510275,07/16/2024 12:00:00 AM,07/16/2024 12:00:00 AM,1130,5,Harbor,518,1,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),0325 0344 1822 0342 1203,0,X,X,203.0,OTHER BUSINESS,,,AA,Adult Arrest,442,,,,200 E  PACIFIC COAST                HY,,33.798,-118.2604
3643,241109334,07/17/2024 12:00:00 AM,07/16/2024 12:00:00 AM,1000,11,Northeast,1136,1,510,VEHICLE - STOLEN,,0,,,101.0,STREET,,,IC,Invest Cont,510,,,,3800 W  AVENUE 41,,34.121,-118.2271
3644,241010100,07/23/2024 12:00:00 AM,07/16/2024 12:00:00 AM,2215,10,West Valley,1045,1,440,THEFT PLAIN - PETTY ($950 & UNDER),1822 0344,0,M,O,708.0,CHURCH/CHAPEL (CHANGED 03-03 FROM CHURCH/TEMPLE),,,IC,Invest Cont,440,,,,5900    LINDLEY                      AV,,34.1774,-118.5273
3645,240409434,08/13/2024 12:00:00 AM,07/16/2024 12:00:00 AM,1005,4,Hollenbeck,469,1,343,SHOPLIFTING-GRAND THEFT ($950.01 & OVER),0325,0,X,X,203.0,OTHER BUSINESS,,,IC,Invest Cont,343,,,,3400 E  4TH                          ST,,34.034,-118.1969
3646,240510187,07/18/2024 12:00:00 AM,07/16/2024 12:00:00 AM,1000,5,Harbor,525,1,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),,0,,,101.0,STREET,,,IC,Invest Cont,420,,,,800 W  F                            ST,,33.7766,-118.2713
3647,241910173,07/16/2024 12:00:00 AM,07/16/2024 12:00:00 AM,510,19,Mission,1985,1,331,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),0385 1822,31,F,H,101.0,STREET,,,IC,Invest Cont,331,,,,14500    OSBORNE                      ST,,34.2331,-118.4481
3648,240114747,07/16/2024 12:00:00 AM,07/16/2024 12:00:00 AM,730,1,Central,119,2,888,TRESPASSING,0910 1501,0,X,X,834.0,LA UNION STATION (NOT LINE SPECIFIC),,,IC,Invest Cont,888,,,,800 N  ALAMEDA                      ST,,34.0561,-118.2375
3649,240114705,07/16/2024 12:00:00 AM,07/16/2024 12:00:00 AM,730,1,Central,132,2,888,TRESPASSING,0910,0,X,X,901.0,MTA - RED LINE - CIVIC CENTER/GRAND PARK,,,IC,Invest Cont,888,,,,200 S  HOPE                         ST,,34.0549,-118.2511
3650,241609346,07/17/2024 12:00:00 AM,07/16/2024 12:00:00 AM,2200,16,Foothill,1684,1,310,BURGLARY,,0,,,101.0,STREET,,,IC,Invest Cont,310,,,,7700    GENTRY                       AV,,34.2103,-118.3932
3651,240910370,07/16/2024 12:00:00 AM,07/16/2024 12:00:00 AM,1523,9,Van Nuys,904,1,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),0325,22,M,H,405.0,CLOTHING STORE,,,IC,Invest Cont,442,,,,7900 N  SEPULVEDA                    BL,,34.2141,-118.4662
3652,240312348,07/16/2024 12:00:00 AM,07/16/2024 12:00:00 AM,1645,3,Southwest,373,1,330,BURGLARY FROM VEHICLE,0344 1300 1822,61,F,B,104.0,DRIVEWAY,,,IC,Invest Cont,330,,,,3800    DEGNAN                       BL,,34.0172,-118.33
3653,241711286,07/17/2024 12:00:00 AM,07/16/2024 12:00:00 AM,1600,17,Devonshire,1764,1,480,BIKE - STOLEN,0344 1602 0325,0,X,X,205.0,GUN/SPORTING GOODS,,,IC,Invest Cont,480,,,,9300    TAMPA                        AV,,34.244,-118.5583
3654,241109532,07/26/2024 12:00:00 AM,07/16/2024 12:00:00 AM,1200,11,Northeast,1101,1,331,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),0344,59,F,C,101.0,STREET,,,IC,Invest Cont,331,,,,4800    GRIFFITH PARK                DR,,34.1356,-118.2856
3655,241411360,07/16/2024 12:00:00 AM,07/16/2024 12:00:00 AM,1745,14,Pacific,1494,1,440,THEFT PLAIN - PETTY ($950 & UNDER),1822 0344,18,F,W,212.0,TRANSPORTATION FACILITY (AIRPORT),500.0,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,440,,,,300    WORLD                        WY,,33.9455,-118.4001
3656,241411317,07/17/2024 12:00:00 AM,07/16/2024 12:00:00 AM,1700,14,Pacific,1407,1,510,VEHICLE - STOLEN,,0,,,103.0,ALLEY,,,IC,Invest Cont,510,,,,3700    VINTON                       AV,,34.0233,-118.4046
3657,242110416,07/17/2024 12:00:00 AM,07/16/2024 12:00:00 AM,1800,21,Topanga,2141,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0329,53,M,H,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,740,,,,6500    PETERSON                     AV,,34.1891,-118.6459
3658,240710150,07/17/2024 12:00:00 AM,07/16/2024 12:00:00 AM,2350,7,Wilshire,755,1,510,VEHICLE - STOLEN,,0,,,101.0,STREET,,,IC,Invest Cont,510,,,,1300    MASSELIN                     AV,,34.0516,-118.3574
3659,240114744,07/16/2024 12:00:00 AM,07/16/2024 12:00:00 AM,1220,1,Central,111,2,354,THEFT OF IDENTITY,0928,31,F,W,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,354,,,,700    NEW DEPOT                    ST,,34.0639,-118.2447
3660,241109331,07/17/2024 12:00:00 AM,07/16/2024 12:00:00 AM,2242,11,Northeast,1134,2,890,FAILURE TO YIELD,1300,0,X,X,101.0,STREET,,,IC,Invest Cont,890,,,,VERDUGO                      RD,W  AVENUE 30,34.1052,-118.2376
3661,240312355,07/17/2024 12:00:00 AM,07/16/2024 12:00:00 AM,2100,3,Southwest,395,1,510,VEHICLE - STOLEN,,0,,,108.0,PARKING LOT,,,IC,Invest Cont,510,,,,4100 S  WESTERN                      AV,,34.0099,-118.3089
3662,241609357,07/17/2024 12:00:00 AM,07/16/2024 12:00:00 AM,655,16,Foothill,1636,1,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",0344,0,X,X,102.0,SIDEWALK,,,IC,Invest Cont,341,,,,9400    WENTWORTH                    ST,,34.2638,-118.3367
3663,240114766,07/16/2024 12:00:00 AM,07/16/2024 12:00:00 AM,2030,1,Central,166,2,946,OTHER MISCELLANEOUS CRIME,1501,31,M,O,102.0,SIDEWALK,,,IC,Invest Cont,946,,,,6TH,SAN JULIAN,34.0423,-118.2453
3664,240809618,07/16/2024 12:00:00 AM,07/16/2024 12:00:00 AM,1303,8,West LA,813,2,956,"LETTERS, LEWD  -  TELEPHONE CALLS, LEWD",1501,55,M,W,710.0,OTHER PREMISE,,,IC,Invest Cont,956,,,,12000 W  CHALON                       RD,,34.0738,-118.4768
3665,241213541,07/17/2024 12:00:00 AM,07/16/2024 12:00:00 AM,1600,12,77th Street,1259,1,510,VEHICLE - STOLEN,,0,,,101.0,STREET,,,IC,Invest Cont,510,,,,300 E  76TH                         PL,,33.9705,-118.2696
3666,240710240,07/22/2024 12:00:00 AM,07/16/2024 12:00:00 AM,130,7,Wilshire,734,1,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",0344 1822,37,F,H,101.0,STREET,,,IC,Invest Cont,341,,,,6200 W  3RD                          ST,,34.0708,-118.3563
3667,240408873,07/17/2024 12:00:00 AM,07/16/2024 12:00:00 AM,1840,4,Hollenbeck,404,1,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),0344,31,F,W,104.0,DRIVEWAY,,,IC,Invest Cont,420,,,,6100    MONTEREY                     RD,,34.1069,-118.1834
3668,241109350,07/17/2024 12:00:00 AM,07/16/2024 12:00:00 AM,2100,11,Northeast,1137,1,510,VEHICLE - STOLEN,,0,,,101.0,STREET,,,IC,Invest Cont,510,,,,5100    GRANADA                      ST,,34.1101,-118.204
3669,240408839,07/16/2024 12:00:00 AM,07/16/2024 12:00:00 AM,700,4,Hollenbeck,448,1,510,VEHICLE - STOLEN,,0,,,101.0,STREET,,,IC,Invest Cont,510,,,,2500    VERDE                        ST,,34.057,-118.1997
3670,241512114,07/17/2024 12:00:00 AM,07/16/2024 12:00:00 AM,2305,15,N Hollywood,1514,1,330,BURGLARY FROM VEHICLE,1822 0344 1307,29,M,W,101.0,STREET,,,IC,Invest Cont,330,,,,6800    LAUREL CANYON                BL,,34.194,-118.3965
3671,241411351,07/17/2024 12:00:00 AM,07/16/2024 12:00:00 AM,1800,14,Pacific,1444,1,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),,0,,,108.0,PARKING LOT,,,IC,Invest Cont,420,,,,13600    MARINA POINTE                DR,,33.9849,-118.4445
3672,241010244,08/01/2024 12:00:00 AM,07/16/2024 12:00:00 AM,600,10,West Valley,1078,1,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),,0,,,101.0,STREET,,,IC,Invest Cont,420,,,,16700    OTSEGO                       ST,,34.1641,-118.4986
3673,240214576,09/16/2024 12:00:00 AM,07/16/2024 12:00:00 AM,1200,2,Rampart,215,1,510,VEHICLE - STOLEN,,0,,,101.0,STREET,,,IC,Invest Cont,510,,,,HOOVER                       ST,TEMPLE                       ST,34.0772,-118.2844
3674,242010199,07/17/2024 12:00:00 AM,07/16/2024 12:00:00 AM,1700,20,Olympic,2076,1,510,VEHICLE - STOLEN,,0,,,101.0,STREET,,,IC,Invest Cont,510,,,,NEW HAMPSHIRE                BL,VENICE                       BL,34.0443,-118.2924
3675,240312446,07/21/2024 12:00:00 AM,07/16/2024 12:00:00 AM,15,3,Southwest,354,1,331,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),1606 1300 1822 0385 0344,38,F,O,101.0,STREET,,,IC,Invest Cont,331,,,,3600    5TH                          AV,,34.0229,-118.3224
3676,241609356,07/17/2024 12:00:00 AM,07/16/2024 12:00:00 AM,635,16,Foothill,1675,2,354,THEFT OF IDENTITY,1501,34,F,W,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,354,,,,8600    SUNLAND                      BL,,34.2309,-118.3727
3677,240114729,07/16/2024 12:00:00 AM,07/16/2024 12:00:00 AM,610,1,Central,119,2,888,TRESPASSING,0910,0,X,X,834.0,LA UNION STATION (NOT LINE SPECIFIC),,,IC,Invest Cont,888,,,,800 N  ALAMEDA                      ST,,34.0561,-118.2375
3678,240710147,07/16/2024 12:00:00 AM,07/16/2024 12:00:00 AM,1349,7,Wilshire,737,1,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),0325,23,X,X,203.0,OTHER BUSINESS,,,IC,Invest Cont,442,,,,5200    WILSHIRE                     BL,,34.0622,-118.3429
3679,240114734,07/16/2024 12:00:00 AM,07/16/2024 12:00:00 AM,330,1,Central,164,1,330,BURGLARY FROM VEHICLE,0344 1300 0321,21,F,H,123.0,PARKING UNDERGROUND/BUILDING,,,IC,Invest Cont,330,,,,600 S  SPRING                       ST,,34.046,-118.251
3680,241311392,07/19/2024 12:00:00 AM,07/16/2024 12:00:00 AM,1925,13,Newton,1342,1,440,THEFT PLAIN - PETTY ($950 & UNDER),0344 0394,36,M,H,119.0,"PORCH, RESIDENTIAL",,,IC,Invest Cont,440,,,,3800    TRINITY                      ST,,34.0121,-118.2696
3681,241010365,08/06/2024 12:00:00 AM,07/16/2024 12:00:00 AM,940,10,West Valley,1012,1,330,BURGLARY FROM VEHICLE,1822 0344,32,M,H,108.0,PARKING LOT,,,IC,Invest Cont,330,,,,7200    AMIGO                        AV,,34.2012,-118.5386
3682,240510145,07/16/2024 12:00:00 AM,07/16/2024 12:00:00 AM,732,5,Harbor,528,1,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),0344 1300 1606,43,M,A,210.0,RESTAURANT/FAST FOOD,,,IC,Invest Cont,420,,,,1000 E  PACIFIC COAST                HY,,33.7909,-118.251
3683,240312339,07/16/2024 12:00:00 AM,07/16/2024 12:00:00 AM,1400,3,Southwest,353,1,510,VEHICLE - STOLEN,,0,,,101.0,STREET,,,IC,Invest Cont,510,,,,3700    BUCKINGHAM                   RD,,34.02,-118.3403
3684,242110397,07/16/2024 12:00:00 AM,07/16/2024 12:00:00 AM,1324,21,Topanga,2189,1,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),0325,0,M,W,406.0,OTHER STORE,,,IC,Invest Cont,442,,,,20800    VENTURA                      BL,,34.1665,-118.5859
3685,241109341,07/17/2024 12:00:00 AM,07/16/2024 12:00:00 AM,2155,11,Northeast,1137,1,331,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),0385,36,M,H,101.0,STREET,,,IC,Invest Cont,331,,,,500 N  AVE 54,,34.112,-118.1991
3686,241711282,07/17/2024 12:00:00 AM,07/16/2024 12:00:00 AM,1700,17,Devonshire,1723,1,510,VEHICLE - STOLEN,,0,,,101.0,STREET,,,IC,Invest Cont,510,,,,10300    VARIEL                       AV,,34.2572,-118.5929
3687,241811455,07/17/2024 12:00:00 AM,07/16/2024 12:00:00 AM,1830,18,Southeast,1844,1,210,ROBBERY,1822 0916 0330 1300 0416 0400 0216,21,M,H,101.0,STREET,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,210,,,,STANFORD                     AV,109TH                        PL,33.9365,-118.263
3688,240312474,07/22/2024 12:00:00 AM,07/16/2024 12:00:00 AM,800,3,Southwest,338,1,440,THEFT PLAIN - PETTY ($950 & UNDER),0344 1822,23,X,X,101.0,STREET,,,IC,Invest Cont,440,,,,W  29TH,ELLENDALE                    PL,34.0284,-118.2888
3689,240212071,07/17/2024 12:00:00 AM,07/16/2024 12:00:00 AM,1730,2,Rampart,257,1,440,THEFT PLAIN - PETTY ($950 & UNDER),1822 2032 0344,60,F,W,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,440,,,,600    WITMER                       ST,,34.0555,-118.2656
